,type,ccAgentID,ccDeviceID,datetime,date,time,hour
30,a,semenistayaoz,semenistayaoz,2022-04-29 14:08:00+03:00,2022-04-29,14:08:08,14
31,a,harsheva,harsheva,2022-04-27 15:55:00+03:00,2022-04-27,15:54:50,15
32,a,gontarenkooz,gontarenkooz,2022-04-30 14:11:00+03:00,2022-04-30,14:10:41,14
33,a,vekshina_v,vekshina_v,2022-04-28 12:19:00+03:00,2022-04-28,12:18:33,12
34,a,vlasovaoza,vlasovaoza,2022-05-07 19:33:00+03:00,2022-05-07,19:32:51,19
35,a,kalinina_uv_over,kalinina_uv_over,2022-04-28 10:49:00+03:00,2022-04-28,10:49:13,10
36,a,semenistayaoz,semenistayaoz,2022-05-08 15:19:00+03:00,2022-05-08,15:19:04,15
37,a,chibarev_iv_ksm,chibarev_iv_ksm,2022-05-13 14:06:00+03:00,2022-05-13,14:06:01,14
38,a,vekshina_v,vekshina_v,2022-05-17 10:43:00+03:00,2022-05-17,10:42:31,10
39,a,harsheva,harsheva,2022-05-06 18:05:00+03:00,2022-05-06,18:04:41,18
40,a,kolomina_mv_ksm,kolomina_mv_ksm,2022-05-05 11:05:00+03:00,2022-05-05,11:04:57,11
41,a,abdulaevoz,abdulaevoz,2022-05-08 12:26:00+03:00,2022-05-08,12:26:09,12
42,a,talaibekovaoz,talaibekovaoz,2022-05-08 12:01:00+03:00,2022-05-08,12:00:57,12
43,a,kostinaoz,kostinaoz,2022-04-28 09:39:00+03:00,2022-04-28,09:38:44,9
44,a,kovalenko_zv_ksm,kovalenko_zv_ksm,2022-04-27 14:13:00+03:00,2022-04-27,14:13:13,14
45,a,kostinaoz,kostinaoz,2022-04-27 15:25:00+03:00,2022-04-27,15:24:56,15
46,a,schetinkina_sa_ds,schetinkina_sa_ds,2022-05-06 13:29:00+03:00,2022-05-06,13:29:05,13
47,a,abdulaevoz,abdulaevoz,2022-05-02 16:01:00+03:00,2022-05-02,16:01:22,16
48,a,semenistayaoz,semenistayaoz,2022-05-05 16:15:00+03:00,2022-05-05,16:14:56,16
49,a,vlasovaoza,vlasovaoza,2022-04-30 16:12:00+03:00,2022-04-30,16:11:51,16
50,a,harsheva,harsheva,2022-04-27 17:00:00+03:00,2022-04-27,16:59:48,17
51,a,kostinaoz,kostinaoz,2022-04-28 09:53:00+03:00,2022-04-28,09:52:53,9
52,a,vlasovaoza,vlasovaoza,2022-05-04 17:31:00+03:00,2022-05-04,17:31:20,17
53,a,abdulaevoz,abdulaevoz,2022-05-06 14:35:00+03:00,2022-05-06,14:35:07,14
54,a,mas,mas,2022-05-04 16:19:00+03:00,2022-05-04,16:18:40,16
55,a,abdulaevoz,abdulaevoz,2022-05-16 14:11:00+03:00,2022-05-16,14:11:06,14
56,a,groshenkova_lp_ksm,groshenkova_lp_ksm,2022-04-27 12:05:00+03:00,2022-04-27,12:04:40,12
57,a,kostinaoz,kostinaoz,2022-04-27 15:58:00+03:00,2022-04-27,15:57:36,15
58,a,talaibekovaoz,talaibekovaoz,2022-04-27 12:03:00+03:00,2022-04-27,12:03:14,12
59,a,chibarev_iv_ksm,chibarev_iv_ksm,2022-05-16 14:55:00+03:00,2022-05-16,14:55:16,14
60,a,vlasovaoza,vlasovaoza,2022-05-04 20:05:00+03:00,2022-05-04,20:05:19,20
61,a,kostinaoz,kostinaoz,2022-05-13 14:16:00+03:00,2022-05-13,14:16:21,14
62,a,Kir,Kir,2022-05-04 12:29:00+03:00,2022-05-04,12:28:33,12
63,a,kravchuk_dv_ksm,kravchuk_dv_ksm,2022-04-29 17:32:00+03:00,2022-04-29,17:31:49,17
64,a,Rus,Rus,2022-05-04 12:01:00+03:00,2022-05-04,12:01:26,12
65,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-04-28 11:40:00+03:00,2022-04-28,11:39:52,11
66,a,gontarenkooz,gontarenkooz,2022-05-13 14:40:00+03:00,2022-05-13,14:40:04,14
67,a,semenistayaoz,semenistayaoz,2022-05-04 12:55:00+03:00,2022-05-04,12:55:01,12
68,a,semenistayaoz,semenistayaoz,2022-05-01 11:20:00+03:00,2022-05-01,11:20:28,11
69,a,talaibekovaoz,talaibekovaoz,2022-05-06 17:24:00+03:00,2022-05-06,17:24:30,17
70,a,vlasovaoza,vlasovaoza,2022-05-07 14:12:00+03:00,2022-05-07,14:12:10,14
71,a,vlasovaoza,vlasovaoza,2022-05-03 12:06:00+03:00,2022-05-03,12:06:29,12
72,a,kostinaoz,kostinaoz,2022-05-12 10:11:00+03:00,2022-05-12,10:11:12,10
73,a,vlasovaoza,vlasovaoza,2022-04-30 11:39:00+03:00,2022-04-30,11:39:25,11
74,a,semenistayaoz,semenistayaoz,2022-05-05 14:43:00+03:00,2022-05-05,14:42:39,14
75,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-04-29 14:50:00+03:00,2022-04-29,14:50:06,14
76,a,kolenchukoz,kolenchukoz,2022-04-27 17:49:00+03:00,2022-04-27,17:48:53,17
77,a,kostinaoz,kostinaoz,2022-05-16 13:25:00+03:00,2022-05-16,13:25:28,13
78,a,vlasovaoza,vlasovaoza,2022-04-29 19:39:00+03:00,2022-04-29,19:39:11,19
79,a,Ekaterina_OP,Ekaterina_OP,2022-05-11 14:23:00+03:00,2022-05-11,14:23:15,14
80,a,abdulaevoz,abdulaevoz,2022-05-08 10:13:00+03:00,2022-05-08,10:13:29,10
81,a,vlasovaoza,vlasovaoza,2022-05-08 11:21:00+03:00,2022-05-08,11:21:02,11
82,a,perminova_li,perminova_li,2022-05-17 12:54:00+03:00,2022-05-17,12:53:53,12
83,a,groshenkova_lp_ksm,groshenkova_lp_ksm,2022-05-04 12:05:00+03:00,2022-05-04,12:05:07,12
84,a,kostinaoz,kostinaoz,2022-04-30 10:03:00+03:00,2022-04-30,10:02:38,10
85,a,Elena_OP1,Elena_OP1,2022-05-18 10:06:00+03:00,2022-05-18,10:05:39,10
86,a,alekseeva_sf_ksm,alekseeva_sf_ksm,2022-05-11 13:34:00+03:00,2022-05-11,13:33:38,13
87,a,Elena_OP1,Elena_OP1,2022-05-11 10:42:00+03:00,2022-05-11,10:42:26,10
88,a,gontarenkooz,gontarenkooz,2022-04-30 10:29:00+03:00,2022-04-30,10:29:22,10
89,a,kostinaoz,kostinaoz,2022-05-13 09:16:00+03:00,2022-05-13,09:16:02,9
90,a,kostinaoz,kostinaoz,2022-05-07 11:40:00+03:00,2022-05-07,11:39:35,11
91,a,alekseeva_sf_ksm,alekseeva_sf_ksm,2022-05-06 12:10:00+03:00,2022-05-06,12:10:24,12
92,a,vitvinova_ai_vover,vitvinova_ai_vover,2022-05-05 10:50:00+03:00,2022-05-05,10:50:01,10
93,a,talaibekovaoz,talaibekovaoz,2022-05-04 13:40:00+03:00,2022-05-04,13:40:14,13
94,a,vlasovaoza,vlasovaoza,2022-05-07 14:08:00+03:00,2022-05-07,14:08:10,14
95,a,Elena_OP1,Elena_OP1,2022-04-29 15:24:00+03:00,2022-04-29,15:24:18,15
96,a,harsheva,harsheva,2022-05-06 14:02:00+03:00,2022-05-06,14:01:43,14
97,a,talaibekovaoz,talaibekovaoz,2022-05-05 15:14:00+03:00,2022-05-05,15:13:43,15
98,a,harsheva,harsheva,2022-04-28 15:49:00+03:00,2022-04-28,15:48:38,15
99,a,kolenchukoz,kolenchukoz,2022-05-06 16:10:00+03:00,2022-05-06,16:09:51,16
100,a,abdulaevoz,abdulaevoz,2022-05-08 09:02:00+03:00,2022-05-08,09:02:27,9
101,a,harsheva,harsheva,2022-04-27 17:03:00+03:00,2022-04-27,17:02:48,17
102,a,harsheva,harsheva,2022-04-27 12:50:00+03:00,2022-04-27,12:49:45,12
103,a,abdulaevoz,abdulaevoz,2022-05-07 15:10:00+03:00,2022-05-07,15:09:30,15
104,a,harsheva,harsheva,2022-05-17 11:36:00+03:00,2022-05-17,11:36:18,11
105,a,semenistayaoz,semenistayaoz,2022-04-28 17:52:00+03:00,2022-04-28,17:52:13,17
106,a,vlasovaoza,vlasovaoza,2022-05-12 10:25:00+03:00,2022-05-12,10:25:05,10
107,a,semenistayaoz,semenistayaoz,2022-05-03 16:15:00+03:00,2022-05-03,16:15:04,16
108,a,vlasovaoza,vlasovaoza,2022-05-03 10:16:00+03:00,2022-05-03,10:16:27,10
109,a,abdulaevoz,abdulaevoz,2022-04-29 16:19:00+03:00,2022-04-29,16:18:55,16
110,a,harsheva,harsheva,2022-04-28 19:00:00+03:00,2022-04-28,18:59:52,19
111,a,alieva_ep_rf,alieva_ep_rf,2022-05-05 15:19:00+03:00,2022-05-05,15:18:36,15
112,a,hubbatova,hubbatova,2022-05-07 06:38:00+03:00,2022-05-07,06:38:19,6
113,a,kostinaoz,kostinaoz,2022-04-29 19:54:00+03:00,2022-04-29,19:54:26,19
114,a,kolenchukoz,kolenchukoz,2022-05-05 18:30:00+03:00,2022-05-05,18:30:18,18
115,a,kolenchukoz,kolenchukoz,2022-05-06 17:06:00+03:00,2022-05-06,17:06:17,17
116,a,semenistayaoz,semenistayaoz,2022-05-13 15:13:00+03:00,2022-05-13,15:13:25,15
117,a,vlasovaoza,vlasovaoza,2022-05-08 17:52:00+03:00,2022-05-08,17:52:04,17
118,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-05-16 13:32:00+03:00,2022-05-16,13:31:55,13
119,a,kostinaoz,kostinaoz,2022-05-07 12:15:00+03:00,2022-05-07,12:15:16,12
120,a,harsheva,harsheva,2022-04-28 18:28:00+03:00,2022-04-28,18:28:11,18
121,a,vlasovaoza,vlasovaoza,2022-05-07 09:04:00+03:00,2022-05-07,09:03:39,9
122,a,petnikova_os_over,petnikova_os_over,2022-04-28 13:56:00+03:00,2022-04-28,13:56:25,13
123,a,harsheva,harsheva,2022-04-28 13:55:00+03:00,2022-04-28,13:55:12,13
124,a,kostinaoz,kostinaoz,2022-05-03 20:09:00+03:00,2022-05-03,20:09:12,20
125,a,harsheva,harsheva,2022-05-02 09:17:00+03:00,2022-05-02,09:17:17,9
126,a,semenistayaoz,semenistayaoz,2022-05-07 13:11:00+03:00,2022-05-07,13:11:16,13
127,a,harsheva,harsheva,2022-05-06 19:08:00+03:00,2022-05-06,19:08:16,19
128,a,abdulaevoz,abdulaevoz,2022-05-05 15:50:00+03:00,2022-05-05,15:49:33,15
129,a,petnikova_os_over,petnikova_os_over,2022-05-05 13:58:00+03:00,2022-05-05,13:58:26,13
130,a,kovalenko_zv_ksm,kovalenko_zv_ksm,2022-05-05 16:39:00+03:00,2022-05-05,16:39:00,16
131,a,kostinaoz,kostinaoz,2022-05-11 18:24:00+03:00,2022-05-11,18:23:43,18
132,a,Rus,Rus,2022-05-05 14:18:00+03:00,2022-05-05,14:17:43,14
133,a,groshenkova_lp_ksm,groshenkova_lp_ksm,2022-05-16 13:36:00+03:00,2022-05-16,13:35:41,13
134,a,abdulaevoz,abdulaevoz,2022-04-28 11:30:00+03:00,2022-04-28,11:29:43,11
135,a,Elena_OP1,Elena_OP1,2022-04-28 10:21:00+03:00,2022-04-28,10:21:00,10
136,a,harsheva,harsheva,2022-05-06 13:01:00+03:00,2022-05-06,13:00:46,13
137,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-05-18 10:30:00+03:00,2022-05-18,10:29:40,10
138,a,kostinaoz,kostinaoz,2022-05-07 09:50:00+03:00,2022-05-07,09:50:14,9
139,a,alieva_ep_rf,alieva_ep_rf,2022-05-04 11:24:00+03:00,2022-05-04,11:24:25,11
140,a,talaibekovaoz,talaibekovaoz,2022-04-30 18:56:00+03:00,2022-04-30,18:56:10,18
141,a,kostinaoz,kostinaoz,2022-05-04 19:44:00+03:00,2022-05-04,19:44:17,19
142,a,kostinaoz,kostinaoz,2022-05-03 20:57:00+03:00,2022-05-03,20:56:35,20
143,a,alekseeva_sf_ksm,alekseeva_sf_ksm,2022-05-04 12:16:00+03:00,2022-05-04,12:15:47,12
144,a,vlasovaoza,vlasovaoza,2022-05-04 15:54:00+03:00,2022-05-04,15:54:03,15
145,a,mavlina_aa_ksm,mavlina_aa_ksm,2022-05-16 16:03:00+03:00,2022-05-16,16:02:54,16
146,a,Ekaterina_OP,Ekaterina_OP,2022-05-11 14:00:00+03:00,2022-05-11,13:59:46,14
147,a,gontarenkooz,gontarenkooz,2022-05-11 16:27:00+03:00,2022-05-11,16:26:34,16
148,a,perminova_li,perminova_li,2022-04-29 13:38:00+03:00,2022-04-29,13:38:22,13
149,a,kostinaoz,kostinaoz,2022-04-28 20:40:00+03:00,2022-04-28,20:40:05,20
150,a,gontarenkooz,gontarenkooz,2022-05-02 15:33:00+03:00,2022-05-02,15:32:52,15
151,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-04-28 15:54:00+03:00,2022-04-28,15:54:01,15
152,a,kostinaoz,kostinaoz,2022-05-06 14:09:00+03:00,2022-05-06,14:09:12,14
153,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-05-05 17:20:00+03:00,2022-05-05,17:20:05,17
154,a,kostinaoz,kostinaoz,2022-05-04 19:00:00+03:00,2022-05-04,19:00:03,19
155,a,kostinaoz,kostinaoz,2022-04-29 17:31:00+03:00,2022-04-29,17:31:10,17
156,a,kolenchukoz,kolenchukoz,2022-05-06 19:49:00+03:00,2022-05-06,19:49:29,19
157,a,kostinaoz,kostinaoz,2022-04-27 16:53:00+03:00,2022-04-27,16:52:54,16
158,a,kostinaoz,kostinaoz,2022-05-04 20:29:00+03:00,2022-05-04,20:28:36,20
159,a,Elena_OP1,Elena_OP1,2022-05-17 12:02:00+03:00,2022-05-17,12:02:27,12
160,a,kostinaoz,kostinaoz,2022-05-03 19:14:00+03:00,2022-05-03,19:13:55,19
161,a,abdulaevoz,abdulaevoz,2022-04-27 10:14:00+03:00,2022-04-27,10:14:23,10
162,a,talaibekovaoz,talaibekovaoz,2022-05-02 14:24:00+03:00,2022-05-02,14:24:18,14
163,a,abdulaevoz,abdulaevoz,2022-05-11 13:10:00+03:00,2022-05-11,13:09:44,13
164,a,semenistayaoz,semenistayaoz,2022-04-28 13:02:00+03:00,2022-04-28,13:01:45,13
165,a,kostinaoz,kostinaoz,2022-04-30 20:10:00+03:00,2022-04-30,20:10:06,20
166,a,vekshina_v,vekshina_v,2022-05-17 13:06:00+03:00,2022-05-17,13:05:35,13
167,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-04-29 15:06:00+03:00,2022-04-29,15:06:13,15
168,a,kostinaoz,kostinaoz,2022-05-13 14:57:00+03:00,2022-05-13,14:56:46,14
169,a,gontarenkooz,gontarenkooz,2022-05-04 16:55:00+03:00,2022-05-04,16:54:47,16
170,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-04-27 13:36:00+03:00,2022-04-27,13:36:22,13
171,a,papushkina_nv_vover,papushkina_nv_vover,2022-05-05 14:48:00+03:00,2022-05-05,14:47:31,14
172,a,kostinaoz,kostinaoz,2022-05-04 19:42:00+03:00,2022-05-04,19:41:36,19
173,a,harsheva,harsheva,2022-05-01 15:44:00+03:00,2022-05-01,15:44:00,15
174,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-05-11 14:54:00+03:00,2022-05-11,14:54:22,14
175,a,kostinaoz,kostinaoz,2022-04-29 17:56:00+03:00,2022-04-29,17:55:49,17
176,a,kostinaoz,kostinaoz,2022-05-17 10:03:00+03:00,2022-05-17,10:02:59,10
177,a,schetinkina_sa_ds,schetinkina_sa_ds,2022-05-04 14:28:00+03:00,2022-05-04,14:28:14,14
178,a,kostinaoz,kostinaoz,2022-05-07 09:02:00+03:00,2022-05-07,09:02:22,9
179,a,kostinaoz,kostinaoz,2022-04-28 20:04:00+03:00,2022-04-28,20:03:41,20
180,a,talaibekovaoz,talaibekovaoz,2022-05-06 17:02:00+03:00,2022-05-06,17:02:15,17
181,a,harsheva,harsheva,2022-04-27 16:44:00+03:00,2022-04-27,16:43:40,16
182,a,kostinaoz,kostinaoz,2022-05-06 12:21:00+03:00,2022-05-06,12:21:14,12
183,a,talaibekovaoz,talaibekovaoz,2022-04-27 16:56:00+03:00,2022-04-27,16:56:26,16
184,a,vlasovaoza,vlasovaoza,2022-04-30 10:07:00+03:00,2022-04-30,10:07:03,10
185,a,vlasovaoza,vlasovaoza,2022-05-03 12:21:00+03:00,2022-05-03,12:20:59,12
186,a,vlasovaoza,vlasovaoza,2022-04-29 18:19:00+03:00,2022-04-29,18:19:20,18
187,a,abdulaevoz,abdulaevoz,2022-05-07 13:08:00+03:00,2022-05-07,13:08:27,13
188,a,gontarenkooz,gontarenkooz,2022-04-27 11:28:00+03:00,2022-04-27,11:27:41,11
189,a,kolenchukoz,kolenchukoz,2022-05-02 16:21:00+03:00,2022-05-02,16:20:32,16
190,a,harsheva,harsheva,2022-05-17 11:03:00+03:00,2022-05-17,11:02:36,11
191,a,chibarev_iv_ksm,chibarev_iv_ksm,2022-05-17 17:01:00+03:00,2022-05-17,17:00:50,17
192,a,mas,mas,2022-05-05 16:52:00+03:00,2022-05-05,16:52:00,16
193,a,semenistayaoz,semenistayaoz,2022-05-04 16:13:00+03:00,2022-05-04,16:13:18,16
194,a,perminova_li,perminova_li,2022-05-05 10:40:00+03:00,2022-05-05,10:39:40,10
195,a,harsheva,harsheva,2022-04-28 12:23:00+03:00,2022-04-28,12:22:59,12
196,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-05-18 10:12:00+03:00,2022-05-18,10:11:35,10
197,a,kolenchukoz,kolenchukoz,2022-05-01 20:52:00+03:00,2022-05-01,20:52:04,20
198,a,esina_ey,esina_ey,2022-05-18 11:24:00+03:00,2022-05-18,11:24:08,11
199,a,talaibekovaoz,talaibekovaoz,2022-05-04 17:55:00+03:00,2022-05-04,17:54:34,17
200,a,alekseeva_sf_ksm,alekseeva_sf_ksm,2022-05-11 12:13:00+03:00,2022-05-11,12:12:32,12
201,a,Rus,Rus,2022-05-05 11:02:00+03:00,2022-05-05,11:02:26,11
202,a,esina_ey,esina_ey,2022-05-11 13:56:00+03:00,2022-05-11,13:56:10,13
203,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-05-13 11:22:00+03:00,2022-05-13,11:21:33,11
204,a,esina_ey,esina_ey,2022-05-06 13:31:00+03:00,2022-05-06,13:30:38,13
205,a,harsheva,harsheva,2022-05-01 20:31:00+03:00,2022-05-01,20:31:07,20
206,a,harsheva,harsheva,2022-04-28 15:43:00+03:00,2022-04-28,15:43:06,15
207,a,perminova_li,perminova_li,2022-04-28 11:14:00+03:00,2022-04-28,11:14:10,11
208,a,alekseeva_sf_ksm,alekseeva_sf_ksm,2022-05-04 11:48:00+03:00,2022-05-04,11:48:19,11
209,a,kovalenko_zv_ksm,kovalenko_zv_ksm,2022-05-06 11:48:00+03:00,2022-05-06,11:48:25,11
210,a,Rus,Rus,2022-05-04 14:06:00+03:00,2022-05-04,14:05:54,14
211,a,harsheva,harsheva,2022-05-05 13:43:00+03:00,2022-05-05,13:43:22,13
212,a,vlasovaoza,vlasovaoza,2022-05-03 16:57:00+03:00,2022-05-03,16:57:04,16
213,a,talaibekovaoz,talaibekovaoz,2022-04-27 13:44:00+03:00,2022-04-27,13:44:14,13
214,a,abdulaevoz,abdulaevoz,2022-05-12 10:10:00+03:00,2022-05-12,10:09:35,10
215,a,harsheva,harsheva,2022-05-17 11:54:00+03:00,2022-05-17,11:53:35,11
216,a,abdulaevoz,abdulaevoz,2022-05-14 16:51:00+03:00,2022-05-14,16:51:15,16
217,a,vlasovaoza,vlasovaoza,2022-05-04 14:51:00+03:00,2022-05-04,14:51:12,14
218,a,harsheva,harsheva,2022-05-01 17:22:00+03:00,2022-05-01,17:22:27,17
219,a,vlasovaoza,vlasovaoza,2022-05-07 10:40:00+03:00,2022-05-07,10:39:52,10
220,a,abdulaevoz,abdulaevoz,2022-05-03 11:56:00+03:00,2022-05-03,11:56:08,11
221,a,kostinaoz,kostinaoz,2022-05-04 16:02:00+03:00,2022-05-04,16:01:38,16
222,a,gontarenkooz,gontarenkooz,2022-04-30 16:24:00+03:00,2022-04-30,16:23:36,16
223,a,vlasovaoza,vlasovaoza,2022-05-12 17:33:00+03:00,2022-05-12,17:33:04,17
224,a,kovalenko_zv_ksm,kovalenko_zv_ksm,2022-04-29 14:40:00+03:00,2022-04-29,14:40:12,14
225,a,abdulaevoz,abdulaevoz,2022-05-02 14:14:00+03:00,2022-05-02,14:13:54,14
226,a,harsheva,harsheva,2022-05-06 19:03:00+03:00,2022-05-06,19:03:13,19
227,a,Ekaterina_OP,Ekaterina_OP,2022-05-06 10:59:00+03:00,2022-05-06,10:59:05,10
228,a,kostinaoz,kostinaoz,2022-04-27 15:05:00+03:00,2022-04-27,15:05:05,15
229,a,schetinkina_sa_ds,schetinkina_sa_ds,2022-04-28 12:27:00+03:00,2022-04-28,12:27:06,12
230,a,vlasovaoza,vlasovaoza,2022-05-04 14:46:00+03:00,2022-05-04,14:46:25,14
231,a,lobanova_ea_ksm,lobanova_ea_ksm,2022-04-27 13:06:00+03:00,2022-04-27,13:05:31,13
232,a,talaibekovaoz,talaibekovaoz,2022-05-01 16:24:00+03:00,2022-05-01,16:24:21,16
233,a,kostinaoz,kostinaoz,2022-05-06 15:30:00+03:00,2022-05-06,15:30:18,15
234,a,groshenkova_lp_ksm,groshenkova_lp_ksm,2022-04-29 13:31:00+03:00,2022-04-29,13:31:04,13
235,a,vlasovaoza,vlasovaoza,2022-05-08 09:47:00+03:00,2022-05-08,09:46:32,9
236,a,talaibekovaoz,talaibekovaoz,2022-05-04 16:30:00+03:00,2022-05-04,16:30:14,16
237,a,talaibekovaoz,talaibekovaoz,2022-05-04 12:07:00+03:00,2022-05-04,12:07:18,12
238,a,groshenkova_lp_ksm,groshenkova_lp_ksm,2022-05-05 15:00:00+03:00,2022-05-05,14:59:35,15
239,a,harsheva,harsheva,2022-04-28 16:06:00+03:00,2022-04-28,16:06:28,16
240,a,kostinaoz,kostinaoz,2022-04-27 16:03:00+03:00,2022-04-27,16:03:05,16
241,a,abdulaevoz,abdulaevoz,2022-05-07 17:46:00+03:00,2022-05-07,17:45:52,17
242,a,kostinaoz,kostinaoz,2022-04-27 16:42:00+03:00,2022-04-27,16:42:19,16
243,a,talaibekovaoz,talaibekovaoz,2022-05-04 17:45:00+03:00,2022-05-04,17:44:55,17
244,a,kostinaoz,kostinaoz,2022-05-16 13:44:00+03:00,2022-05-16,13:44:18,13
245,a,kostinaoz,kostinaoz,2022-05-02 19:50:00+03:00,2022-05-02,19:49:38,19
246,a,Elena_OP1,Elena_OP1,2022-04-29 13:51:00+03:00,2022-04-29,13:51:04,13
247,a,kostinaoz,kostinaoz,2022-05-11 19:29:00+03:00,2022-05-11,19:29:12,19
248,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-05-06 13:33:00+03:00,2022-05-06,13:33:06,13
249,a,Elena_OP1,Elena_OP1,2022-05-11 11:27:00+03:00,2022-05-11,11:27:12,11
250,a,Rus,Rus,2022-05-04 16:21:00+03:00,2022-05-04,16:20:38,16
251,a,kostinaoz,kostinaoz,2022-05-05 12:29:00+03:00,2022-05-05,12:28:38,12
252,a,esina_ey,esina_ey,2022-05-13 13:56:00+03:00,2022-05-13,13:55:34,13
253,a,harsheva,harsheva,2022-04-28 14:02:00+03:00,2022-04-28,14:02:26,14
254,a,kostinaoz,kostinaoz,2022-05-06 15:40:00+03:00,2022-05-06,15:40:27,15
255,a,abdulaevoz,abdulaevoz,2022-05-06 14:46:00+03:00,2022-05-06,14:46:06,14
256,a,abdulaevoz,abdulaevoz,2022-05-10 14:29:00+03:00,2022-05-10,14:29:02,14
257,a,kostinaoz,kostinaoz,2022-05-06 20:55:00+03:00,2022-05-06,20:55:21,20
258,a,abdulaevoz,abdulaevoz,2022-04-29 10:44:00+03:00,2022-04-29,10:44:00,10
259,a,kolenchukoz,kolenchukoz,2022-05-01 19:30:00+03:00,2022-05-01,19:29:51,19
260,a,kostinaoz,kostinaoz,2022-05-12 11:21:00+03:00,2022-05-12,11:20:47,11
261,a,perminova_li,perminova_li,2022-05-05 11:30:00+03:00,2022-05-05,11:29:53,11
262,a,abdulaevoz,abdulaevoz,2022-04-27 17:58:00+03:00,2022-04-27,17:58:12,17
263,a,vlasovaoza,vlasovaoza,2022-05-04 17:23:00+03:00,2022-05-04,17:23:20,17
264,a,kulikova_eu_ksm,kulikova_eu_ksm,2022-04-28 15:21:00+03:00,2022-04-28,15:20:35,15
265,a,abdulaevoz,abdulaevoz,2022-05-14 11:40:00+03:00,2022-05-14,11:40:18,11
